"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-06-17","0.05","0.0","0.0","56","64","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-06-18","0.00","0.0","0.0","57","66","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-06-19","0.03","0.0","0.0","62","78","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-06-20","0.01","0.0","0.0","60","68","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-06-21","0.00","0.0","0.0","61","72","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-06-22","0.00","0.0","0.0","63","77","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-06-23","0.00","0.0","0.0","67","77","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-06-24","0.00","0.0","0.0","63","76","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-06-25","0.00","0.0","0.0","67","79","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-06-26","0.00","0.0","0.0","66","70","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-06-27","0.07","0.0","0.0","62","70","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-06-28","0.09","0.0","0.0","60","68","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-06-29","0.00","0.0","0.0","61","69","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-06-30","0.00","0.0","0.0","63","78","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-01","0.00","0.0","0.0","72","94","60"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-02","0.00","0.0","0.0","73","81","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-03","0.00","0.0","0.0","65","71","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-04","0.00","0.0","0.0","64","75","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-05","0.00","0.0","0.0","64","76","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-06","0.00","0.0","0.0","69","84","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-07","0.00","0.0","0.0","71","81","64"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-08","0.00","0.0","0.0","72","86","60"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-09","0.00","0.0","0.0","70","80","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-10","0.00","0.0","0.0","67","84","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-11","0.00","0.0","0.0","73","88","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-12","0.00","0.0","0.0","76","90","62"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-13","0.00","0.0","0.0","75","85","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-14","0.00","0.0","0.0","69","82","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-15","0.00","0.0","0.0","68","88","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-16","0.00","0.0","0.0","74","88","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-17","0.00","0.0","0.0","68","80","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-18","0.00","0.0","0.0","63","75","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-19","0.00","0.0","0.0","67","78","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-20","0.00","0.0","0.0","63","67","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-21","0.00","0.0","0.0","62","75","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-22","0.01","0.0","0.0","62","70","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-23","0.76","0.0","0.0","63","66","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-24","0.00","0.0","0.0","60","69","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-25","0.00","0.0","0.0","62","73","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-26","0.00","0.0","0.0","66","79","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-27","0.00","0.0","0.0","69","83","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-28","0.00","0.0","0.0","72","87","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-29","0.00","0.0","0.0","74","86","60"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-30","0.00","0.0","0.0","71","85","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-07-31","0.00","0.0","0.0","74","87","64"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-01","0.00","0.0","0.0","74","84","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-02","0.02","0.0","0.0","72","85","60"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-03","0.00","0.0","0.0","72","89","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-04","0.00","0.0","0.0","76","91","61"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-05","0.00","0.0","0.0","68","77","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-06","0.00","0.0","0.0","67","79","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-07","0.00","0.0","0.0","66","78","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-08","0.00","0.0","0.0","65","78","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-09","0.00","0.0","0.0","69","81","60"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-10","0.00","0.0","0.0","71","87","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-11","0.02","0.0","0.0","77","96","64"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-12","0.50","0.0","0.0","75","81","63"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-13","0.85","0.0","0.0","66","74","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-14","0.00","0.0","0.0","67","70","63"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-15","0.04","0.0","0.0","66","76","62"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-16","0.00","0.0","0.0","67","78","60"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-17","0.00","0.0","0.0","69","82","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-18","0.00","0.0","0.0","71","85","60"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-19","0.00","0.0","0.0","72","81","60"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-20","0.00","0.0","0.0","65","71","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-21","0.00","0.0","0.0","61","70","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-22","0.00","0.0","0.0","64","75","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-23","0.00","0.0","0.0","67","82","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-24","0.00","0.0","0.0","66","77","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-25","0.00","0.0","0.0","69","84","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-26","0.00","0.0","0.0","73","88","60"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-27","0.00","0.0","0.0","74","84","61"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-28","0.00","0.0","0.0","67","74","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-29","0.00","0.0","0.0","65","73","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-30","0.33","0.0","0.0","63","64","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-08-31","0.05","0.0","0.0","61","70","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-01","0.00","0.0","0.0","63","74","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-02","0.12","0.0","0.0","65","68","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-03","0.00","0.0","0.0","60","69","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-04","0.00","0.0","0.0","62","75","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-05","0.00","0.0","0.0","67","82","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-06","0.00","0.0","0.0","71","90","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-07","0.00","0.0","0.0","70","83","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-08","0.00","0.0","0.0","64","70","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-09","0.00","0.0","0.0","62","71","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-10","0.00","0.0","0.0","62","72","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-11","0.00","0.0","0.0","64","76","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-12","0.00","0.0","0.0","65","76","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-13","0.00","0.0","0.0","67","83","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-14","0.00","0.0","0.0","68","86","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-15","0.00","0.0","0.0","70","87","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-16","0.00","0.0","0.0","67","72","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-17","0.02","0.0","0.0","65","73","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-18","0.01","0.0","0.0","63","67","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-19","0.00","0.0","0.0","66","75","61"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-20","0.00","0.0","0.0","65","76","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-21","0.00","0.0","0.0","66","79","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-22","0.01","0.0","0.0","65","72","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-23","0.72","0.0","0.0","63","66","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-24","0.80","0.0","0.0","62","66","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-25","0.17","0.0","0.0","62","71","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-26","0.35","0.0","0.0","61","68","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-27","0.00","0.0","0.0","61","69","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-28","0.00","0.0","0.0","59","66","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-29","0.03","0.0","0.0","57","62","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-09-30","0.00","0.0","0.0","58","67","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-01","0.00","0.0","0.0","58","65","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-02","0.00","0.0","0.0","59","67","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-03","0.00","0.0","0.0","58","72","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-04","0.00","0.0","0.0","62","71","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-05","0.00","0.0","0.0","61","75","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-06","0.00","0.0","0.0","64","78","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-07","0.00","0.0","0.0","62","66","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-08","0.00","0.0","0.0","60","69","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-09","0.00","0.0","0.0","58","63","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-10","0.01","0.0","0.0","56","65","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-11","0.29","0.0","0.0","60","65","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-12","0.00","0.0","0.0","58","64","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-13","0.30","0.0","0.0","59","70","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-14","0.28","0.0","0.0","58","62","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-15","0.34","0.0","0.0","56","61","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-16","0.00","0.0","0.0","57","69","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-17","0.13","0.0","0.0","60","62","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-18","0.59","0.0","0.0","59","67","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-19","0.00","0.0","0.0","62","72","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-20","0.46","0.0","0.0","60","61","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-21","0.04","0.0","0.0","56","61","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-22","1.26","0.0","0.0","57","60","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-23","0.37","0.0","0.0","54","58","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-24","0.16","0.0","0.0","51","58","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-25","0.24","0.0","0.0","53","62","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-26","0.06","0.0","0.0","52","55","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-27","0.03","0.0","0.0","50","60","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-28","0.50","0.0","0.0","53","59","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-29","0.02","0.0","0.0","57","62","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-30","1.00","0.0","0.0","57","60","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-10-31","0.67","0.0","0.0","53","55","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-01","0.00","0.0","0.0","50","52","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-02","0.07","0.0","0.0","49","56","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-03","0.43","0.0","0.0","53","57","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-04","0.16","0.0","0.0","55","58","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-05","0.19","0.0","0.0","54","59","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-06","0.16","0.0","0.0","57","62","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-07","0.00","0.0","0.0","51","58","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-08","0.00","0.0","0.0","47","55","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-09","0.20","0.0","0.0","49","56","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-10","0.00","0.0","0.0","48","52","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-11","0.00","0.0","0.0","44","46","34"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-12","0.00","0.0","0.0","37","44","32"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-13","0.00","0.0","0.0","38","45","33"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-14","0.00","0.0","0.0","37","45","28"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-15","0.00","0.0","0.0","37","47","29"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-16","0.00","0.0","0.0","38","49","28"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-17","0.00","0.0","0.0","39","51","28"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-18","0.00","0.0","0.0","39","45","31"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-19","0.00","0.0","0.0","42","52","36"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-20","0.14","0.0","0.0","46","52","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-21","0.60","0.0","0.0","49","52","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-22","0.02","0.0","0.0","47","49","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-23","0.47","0.0","0.0","48","55","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-24","0.05","0.0","0.0","44","53","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-25","0.72","0.0","0.0","50","57","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-26","0.01","0.0","0.0","56","59","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-27","0.13","0.0","0.0","56","58","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-28","1.35","0.0","0.0","52","55","38"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-29","0.14","0.8","0.0","35","40","24"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-11-30","0.00","0.0","0.0","28","37","23"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-01","0.00","0.0","0.0","32","40","26"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-02","0.00","0.0","0.0","33","42","26"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-03","0.00","0.0","0.0","38","50","32"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-04","0.03","0.0","0.0","42","47","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-05","0.12","0.0","0.0","46","55","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-06","0.29","0.0","0.0","50","53","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-07","0.00","0.0","0.0","50","58","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-08","0.36","0.0","0.0","53","58","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-09","0.39","0.0","0.0","54","61","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-10","0.51","0.0","0.0","57","66","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-11","0.27","0.0","0.0","52","58","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-12","0.00","0.0","0.0","51","52","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-13","0.00","0.0","0.0","46","50","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-14","0.00","0.0","0.0","42","55","35"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-15","0.00","0.0","0.0","49","54","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-16","0.00","0.0","0.0","49","50","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-17","0.11","0.0","0.0","47","48","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-18","0.51","0.0","0.0","46","49","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-19","0.12","0.0","0.0","48","52","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-20","0.77","0.0","0.0","46","55","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-21","0.00","0.0","0.0","52","55","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-22","0.00","0.0","0.0","49","51","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-23","0.81","0.0","0.0","47","54","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-24","0.21","0.0","0.0","42","45","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-25","0.00","0.0","0.0","42","46","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-26","0.00","0.0","0.0","38","42","35"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-27","0.13","0.0","0.0","42","49","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-28","0.16","0.0","0.0","43","44","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-29","0.00","0.0","0.0","39","43","33"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-30","0.00","0.0","0.0","34","38","28"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2014-12-31","0.00","0.0","0.0","32","38","27"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-01-01","0.00","0.0","0.0","33","42","26"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-01-02","0.06","0.0","0.0","35","42","32"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-01-03","0.00","0.0","0.0","38","41","35"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-01-04","0.40","0.0","0.0","40","51","38"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-01-05","0.32","0.0","0.0","51","54","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-01-06","0.00","0.0","0.0","51","54","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-01-07","0.00","0.0","0.0","45","46","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-01-08","0.00","0.0","0.0","41","46","35"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-01-09","0.01","0.0","0.0","40","50","38"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-01-10","0.23","0.0","0.0","45","46","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-01-11","0.06","0.0","0.0","46","49","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-01-12","0.00","0.0","0.0","46","52","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-01-13","0.00","0.0","0.0","43","49","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-01-14","0.00","0.0","0.0","38","43","33"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-01-15","0.38","0.0","0.0","40","46","34"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-01-16","0.00","0.0","0.0","47","53","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-01-17","1.03","0.0","0.0","44","56","38"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-01-18","0.84","0.0","0.0","50","57","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-01-19","0.02","0.0","0.0","47","50","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-01-20","0.00","0.0","0.0","43","50","38"
